PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
0.11417851899508046,0.9950699607581374,1,3,0
1.6418221470718135,1.2851391573818933,2,2,-1
-1.1381549461161689,1.1862852731732398,1,2,1
-1.6708164687524205,0.8254542611718518,1,3,0
-0.9002061709032776,-0.3540125487108418,1,0,0
-1.9678779896253338,-0.045975190082499125,1,3,0
-2.29249664429039,0.05392464466349182,1,3,0
-1.430413184820915,-1.9576580189980257,0,2,1
-0.9699392246663173,0.03958123874026136,1,2,-1
1.424204341635501,-0.8621513724507887,2,2,1
4.403936524647927,-0.20513174195858924,2,1,1
2.737214115510137,1.269310176994937,2,1,1
-1.8055348589046494,1.3862725937904297,1,2,1
-1.7313456678407753,0.4901542532350566,1,3,0
0.5799010767786436,-0.591175505662808,0,2,1
2.9390700860777907,-0.4729707220781898,2,1,1
-0.4099387666713905,-1.494439091087328,0,0,0
-0.11162155465040216,0.8022881031833605,1,0,0
-1.083767165676133,1.7084960222519283,1,3,0
-0.27131572262455816,1.827646765089775,1,3,0
0.04841874156834971,0.2608228094957485,1,2,1
-0.532469976156299,0.10218383556468012,1,0,0
-0.8172582981731703,0.3079379253850294,1,3,0
-2.6332221958505255,0.8897090858808562,1,3,0
-1.282421623101151,-1.118981265480593,0,0,0
-1.2735734877381348,0.2404853489906741,1,0,0
-0.2664629775344509,-1.0610491372702606,0,0,0
-0.0345121880880904,-2.2885464877962614,0,0,0
1.4794089103947279,0.4712145585894475,2,1,1
-1.7008259569587036,1.871396902474528,1,3,0
-1.6571345432456404,0.8157831204396228,1,3,0
3.7769423724149997,-2.3255643261375676,2,1,1
-1.743242583079426,-2.055454252012597,0,0,0
-1.6708164687524205,0.8254542611718518,1,3,0
-1.5777410959871168,0.512173452311925,1,0,0
-2.008575149631866,-0.08018451092520956,1,0,0
3.198910457640441,2.08245991399194,2,1,-1
-1.1001113395465774,1.0810794535109904,1,3,0
0.34343106014029634,-0.7624447385115652,0,0,0
2.2382262332484846,-0.3539698427312105,2,1,1
1.061167909650674,1.519760842926246,2,3,0
-2.1135387957652005,0.07262958729709573,1,0,0
-2.0749652384676622,0.24912524413082127,1,3,0
-0.8964530207523302,-0.3195573291058463,1,0,0
-1.651286523989378,0.08215054762034885,1,2,1
-0.5094372332712797,-2.234368399374397,0,0,0
-0.09615962900839221,0.30853443387834867,1,2,1
-0.25212979317094564,-0.357753201061247,0,3,0
-1.9063425909168357,0.1845089349226737,1,3,0
0.2892349830439364,-1.9376760449623283,0,0,0
-0.6122141243039213,-0.2610411340024313,1,2,1
-0.45566526929388607,-2.0161842882059955,0,0,0
-0.0345121880880904,-2.2885464877962614,0,0,0
1.3543560522365938,1.2303570138198077,2,1,-1
3.5370051757668124,2.1118295702188727,2,2,-1
1.5653161383899796,1.061853682976689,2,1,1
-1.5187936474554165,0.5658250864726059,1,3,0
-0.44569515849182123,-0.0010710359303141184,1,0,0
-1.3475479589567338,0.5681529276846066,1,3,0
-0.7763528781988904,0.2964349095159925,1,3,0
1.08924194618627,-0.812619382156292,0,1,1
-0.23144460129816605,1.4243246351099836,1,3,0
-0.48417741684339716,1.5100344025375145,1,3,0
3.510789479158973,1.315684531218497,2,1,1
-0.33719012746002075,0.16744703839361877,1,0,0
1.851379711723247,0.26886757324007776,2,0,0
-0.3029374205648301,1.668341782606367,1,2,1
-1.4447771345728537,-0.5251417823791756,1,0,0
0.4702180260429322,-2.2957743427634476,0,2,1
-0.34593226802910015,2.139727711939514,1,2,1
1.5606428190189525,1.8772888734032183,2,2,-1
4.703144368310076,1.1376133214185555,2,1,-1
